"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Gene.ID"
"8098782"	"8.41e-01"	"7.80e-01"	"-0.279697"	"-6.735892"	"-0.0210719"	"CPLX1"	"complexin 1"	"10815"
"7967876"	"8.42e-01"	"7.81e-01"	"-0.279423"	"-6.735968"	"-0.0161841"	"LOC101928697"	"uncharacterized LOC101928697"	"101928697"
"8121911"	"8.42e-01"	"7.81e-01"	"0.279239"	"-6.736019"	"0.0300581"	"CENPW"	"centromere protein W"	"387103"
"8027480"	"8.42e-01"	"7.81e-01"	"-0.279168"	"-6.736039"	"-0.0146006"	"RGS9BP"	"regulator of G-protein signaling 9 binding protein"	"388531"
"7952953"	"8.42e-01"	"7.81e-01"	"0.279154"	"-6.736043"	"0.0187478"	"WNK1"	"WNK lysine deficient protein kinase 1"	"65125"
"8110882"	"8.42e-01"	"7.81e-01"	"0.279126"	"-6.736051"	"0.0202446"	"FLJ33360"	"FLJ33360 protein"	"401172"
"8092682"	"8.42e-01"	"7.81e-01"	"0.278983"	"-6.736091"	"0.0134313"	"SST"	"somatostatin"	"6750"
"7964981"	"8.42e-01"	"7.81e-01"	"-0.278931"	"-6.736105"	"-0.0129106"	""	""	""
"8174644"	"8.43e-01"	"7.82e-01"	"-0.277958"	"-6.736375"	"-0.0160878"	""	""	""
"7893985"	"8.43e-01"	"7.82e-01"	"0.277843"	"-6.736407"	"0.0314298"	""	""	""
"8011823"	"8.43e-01"	"7.82e-01"	"0.277718"	"-6.736442"	"0.0309274"	"ZNF594"	"zinc finger protein 594"	"84622"
"7893974"	"8.43e-01"	"7.82e-01"	"-0.277692"	"-6.736449"	"-0.0400211"	""	""	""
"7963203"	"8.43e-01"	"7.82e-01"	"-0.277686"	"-6.736451"	"-0.015397"	"FAM186A"	"family with sequence similarity 186 member A"	"121006"
"7892818"	"8.43e-01"	"7.82e-01"	"-0.277298"	"-6.736558"	"-0.0300222"	""	""	""
"7892599"	"8.43e-01"	"7.82e-01"	"-0.277235"	"-6.736575"	"-0.0198764"	""	""	""
"7892714"	"8.43e-01"	"7.82e-01"	"0.277204"	"-6.736584"	"0.0289769"	""	""	""
"8037513"	"8.43e-01"	"7.82e-01"	"-0.277099"	"-6.736613"	"-0.0148323"	"EXOC3L2"	"exocyst complex component 3 like 2"	"90332"
"8094116"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"8094118"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"8094120"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"8094124"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"8094126"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"8094128"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"8094132"	"8.43e-01"	"7.82e-01"	"-0.276967"	"-6.73665"	"-0.0622627"	"USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2"	"ubiquitin specific peptidase 17-like family member 15///ubiquitin specific peptidase 17-like family member 20///ubiquitin specific peptidase 17-like family member 3///ubiquitin specific peptidase 17-like family member 4///ubiquitin specific peptidase 17-like family member 8///ubiquitin specific peptidase 17-like family member 9, pseudogene///ubiquitin specific peptidase 17-like family member 6, pseudogene///ubiquitin specific peptidase 17-like family member 2"	"100288520///100287441///645836///645402///392188///391627///391622///377630"
"7983841"	"8.43e-01"	"7.82e-01"	"0.276931"	"-6.73666"	"0.0120181"	""	""	""
"8087852"	"8.43e-01"	"7.83e-01"	"0.276605"	"-6.73675"	"0.0155582"	"TLR9"	"toll like receptor 9"	"54106"
"7896033"	"8.43e-01"	"7.83e-01"	"0.276569"	"-6.73676"	"0.0406864"	""	""	""
"7942822"	"8.44e-01"	"7.83e-01"	"-0.276207"	"-6.736859"	"-0.0141595"	""	""	""
"8041015"	"8.44e-01"	"7.83e-01"	"-0.276086"	"-6.736893"	"-0.0144331"	"SLC4A1AP"	"solute carrier family 4 member 1 adaptor protein"	"22950"
"8132617"	"8.44e-01"	"7.83e-01"	"0.275671"	"-6.737007"	"0.0172169"	"ZMIZ2"	"zinc finger MIZ-type containing 2"	"83637"
"8139909"	"8.44e-01"	"7.84e-01"	"-0.275468"	"-6.737063"	"-0.017098"	""	""	""
"8040980"	"8.44e-01"	"7.84e-01"	"-0.275442"	"-6.73707"	"-0.0167782"	"C2orf16"	"chromosome 2 open reading frame 16"	"84226"
"8048432"	"8.44e-01"	"7.84e-01"	"0.275214"	"-6.737132"	"0.0322948"	"CYP27A1"	"cytochrome P450 family 27 subfamily A member 1"	"1593"
"7913864"	"8.44e-01"	"7.84e-01"	"-0.275201"	"-6.737136"	"-0.0122861"	"STMN1"	"stathmin 1"	"3925"
"8123658"	"8.44e-01"	"7.84e-01"	"0.275108"	"-6.737162"	"0.0254155"	"SLC22A23"	"solute carrier family 22 member 23"	"63027"
"7894649"	"8.44e-01"	"7.84e-01"	"0.275018"	"-6.737186"	"0.0360931"	""	""	""
"7925726"	"8.44e-01"	"7.84e-01"	"-0.275004"	"-6.73719"	"-0.0142238"	"OR13G1"	"olfactory receptor family 13 subfamily G member 1"	"441933"
"8032637"	"8.44e-01"	"7.84e-01"	"-0.274998"	"-6.737192"	"-0.0125377"	"CACTIN"	"cactin, spliceosome C complex subunit"	"58509"
"7951612"	"8.44e-01"	"7.84e-01"	"-0.274808"	"-6.737244"	"-0.0143034"	"LAYN"	"layilin"	"143903"
"8042825"	"8.44e-01"	"7.84e-01"	"-0.27476"	"-6.737257"	"-0.0125419"	""	""	""
"7995312"	"8.44e-01"	"7.84e-01"	"-0.274754"	"-6.737259"	"-0.0127321"	""	""	""
"7895492"	"8.44e-01"	"7.84e-01"	"-0.274672"	"-6.737281"	"-0.0186885"	""	""	""
"8050695"	"8.44e-01"	"7.84e-01"	"-0.274668"	"-6.737282"	"-0.0263369"	"SF3B6"	"splicing factor 3b subunit 6"	"51639"
"8034722"	"8.44e-01"	"7.84e-01"	"0.274572"	"-6.737309"	"0.011352"	"RFX1"	"regulatory factor X1"	"5989"
"8010057"	"8.44e-01"	"7.84e-01"	"-0.27457"	"-6.737309"	"-0.0121448"	""	""	""
"8005655"	"8.44e-01"	"7.84e-01"	"-0.274517"	"-6.737324"	"-0.0188009"	""	""	""
"7991209"	"8.45e-01"	"7.84e-01"	"-0.27433"	"-6.737375"	"-0.0206926"	"MRPL46"	"mitochondrial ribosomal protein L46"	"26589"
"8119801"	"8.45e-01"	"7.85e-01"	"-0.274286"	"-6.737387"	"-0.0138674"	"ABCC10"	"ATP binding cassette subfamily C member 10"	"89845"
"8033352"	"8.45e-01"	"7.85e-01"	"-0.274215"	"-6.737406"	"-0.0134972"	"MBD3L3///MBD3L4///MBD3L5///MBD3L2"	"methyl-CpG binding domain protein 3 like 3///methyl-CpG binding domain protein 3 like 4///methyl-CpG binding domain protein 3 like 5///methyl-CpG binding domain protein 3 like 2"	"653657///653656///284428///125997"
"7939910"	"8.45e-01"	"7.85e-01"	"-0.27403"	"-6.737457"	"-0.015699"	"OR4C46"	"olfactory receptor family 4 subfamily C member 46"	"119749"
"8082046"	"8.45e-01"	"7.85e-01"	"0.27401"	"-6.737462"	"0.0158012"	"CASR"	"calcium sensing receptor"	"846"
"8156247"	"8.45e-01"	"7.85e-01"	"-0.273874"	"-6.7375"	"-0.0125394"	"SPATA31E1"	"SPATA31 subfamily E member 1"	"286234"
"8019517"	"8.45e-01"	"7.85e-01"	"0.273797"	"-6.73752"	"0.0139917"	""	""	""
"7894541"	"8.45e-01"	"7.85e-01"	"0.27359"	"-6.737577"	"0.0332959"	""	""	""
"8081331"	"8.45e-01"	"7.85e-01"	"-0.273518"	"-6.737597"	"-0.0134772"	""	""	""
"8145770"	"8.45e-01"	"7.85e-01"	"0.273453"	"-6.737614"	"0.0193333"	""	""	""
"7945241"	"8.45e-01"	"7.85e-01"	"0.273424"	"-6.737622"	"0.0151294"	"C11orf44"	"chromosome 11 open reading frame 44"	"283171"
"8153380"	"8.45e-01"	"7.85e-01"	"0.273188"	"-6.737687"	"0.0143958"	"LY6H"	"lymphocyte antigen 6 complex, locus H"	"4062"
"8076819"	"8.45e-01"	"7.85e-01"	"0.273075"	"-6.737718"	"0.013742"	"LINC00898"	"long intergenic non-protein coding RNA 898"	"400932"
"7892964"	"8.45e-01"	"7.86e-01"	"0.272863"	"-6.737775"	"0.0330735"	""	""	""
"7914182"	"8.45e-01"	"7.86e-01"	"0.272711"	"-6.737817"	"0.0127346"	""	""	""
"7938059"	"8.45e-01"	"7.86e-01"	"0.272594"	"-6.737848"	"0.013648"	"OR52N2"	"olfactory receptor family 52 subfamily N member 2"	"390077"
"8004237"	"8.45e-01"	"7.86e-01"	"-0.27252"	"-6.737868"	"-0.0227524"	"RNASEK-C17orf49///RNASEK"	"RNASEK-C17orf49 readthrough///ribonuclease K"	"100529209///440400"
"8167701"	"8.45e-01"	"7.86e-01"	"-0.27251"	"-6.737871"	"-0.0263893"	"XAGE1B///XAGE1E"	"X antigen family member 1B///X antigen family member 1E"	"653220///653067"
"8167710"	"8.45e-01"	"7.86e-01"	"-0.27251"	"-6.737871"	"-0.0263893"	"XAGE1B///XAGE1E"	"X antigen family member 1B///X antigen family member 1E"	"653220///653067"
"8172739"	"8.45e-01"	"7.86e-01"	"-0.27251"	"-6.737871"	"-0.0263893"	"XAGE1B///XAGE1E"	"X antigen family member 1B///X antigen family member 1E"	"653220///653067"
"8172757"	"8.45e-01"	"7.86e-01"	"-0.27251"	"-6.737871"	"-0.0263893"	"XAGE1B///XAGE1E"	"X antigen family member 1B///X antigen family member 1E"	"653220///653067"
"8172766"	"8.45e-01"	"7.86e-01"	"-0.27251"	"-6.737871"	"-0.0263893"	"XAGE1B///XAGE1E"	"X antigen family member 1B///X antigen family member 1E"	"653220///653067"
"8001552"	"8.46e-01"	"7.86e-01"	"0.271953"	"-6.738022"	"0.0168425"	"CIAPIN1"	"cytokine induced apoptosis inhibitor 1"	"57019"
"8115287"	"8.46e-01"	"7.86e-01"	"0.271831"	"-6.738056"	"0.0116654"	"SLC36A2"	"solute carrier family 36 member 2"	"153201"
"7935778"	"8.46e-01"	"7.86e-01"	"-0.271811"	"-6.738061"	"-0.0109967"	""	""	""
"8131203"	"8.46e-01"	"7.86e-01"	"0.271739"	"-6.738081"	"0.0121444"	""	""	""
"8052719"	"8.46e-01"	"7.87e-01"	"0.271585"	"-6.738122"	"0.0155301"	""	""	""
"7895218"	"8.46e-01"	"7.87e-01"	"0.271528"	"-6.738138"	"0.0302189"	""	""	""
"7903988"	"8.46e-01"	"7.87e-01"	"0.27144"	"-6.738162"	"0.0216136"	"RAP1A"	"RAP1A, member of RAS oncogene family"	"5906"
"7917599"	"8.46e-01"	"7.87e-01"	"0.271229"	"-6.738219"	"0.0153264"	"BARHL2"	"BarH like homeobox 2"	"343472"
"8094184"	"8.46e-01"	"7.87e-01"	"0.271173"	"-6.738234"	"0.0389648"	"C1QTNF7"	"C1q and tumor necrosis factor related protein 7"	"114905"
"7895200"	"8.46e-01"	"7.87e-01"	"-0.271149"	"-6.73824"	"-0.0283774"	""	""	""
"7950248"	"8.46e-01"	"7.87e-01"	"-0.270966"	"-6.73829"	"-0.0199"	"FCHSD2"	"FCH and double SH3 domains 2"	"9873"
"8083061"	"8.47e-01"	"7.88e-01"	"0.270337"	"-6.73846"	"0.0206854"	""	""	""
"8074201"	"8.47e-01"	"7.88e-01"	"0.270297"	"-6.73847"	"0.0379074"	"ANKRD62"	"ankyrin repeat domain 62"	"342850"
"8075118"	"8.47e-01"	"7.88e-01"	"-0.270297"	"-6.73847"	"-0.0143692"	"CRYBB1"	"crystallin beta B1"	"1414"
"7991758"	"8.47e-01"	"7.88e-01"	"-0.270163"	"-6.738506"	"-0.0164586"	"HBM"	"hemoglobin subunit mu"	"3042"
"7978093"	"8.47e-01"	"7.88e-01"	"-0.270077"	"-6.73853"	"-0.01506"	"JPH4"	"junctophilin 4"	"84502"
"8019478"	"8.47e-01"	"7.88e-01"	"0.269853"	"-6.73859"	"0.0182352"	"CD7"	"CD7 molecule"	"924"
"7905025"	"8.47e-01"	"7.88e-01"	"0.269809"	"-6.738602"	"0.0194163"	"LOC101060524///DRD5P2///DRD5"	"D(1B) dopamine receptor-like///dopamine receptor D5 pseudogene 2///dopamine receptor D5"	"101060524///1818///1816"
"7893433"	"8.47e-01"	"7.88e-01"	"-0.269633"	"-6.738649"	"-0.0379033"	""	""	""
"8104253"	"8.47e-01"	"7.88e-01"	"0.269561"	"-6.738669"	"0.0151134"	"NKD2///NKD2"	"naked cuticle homolog 2///naked cuticle homolog 2"	"85409///85409"
"8072454"	"8.47e-01"	"7.88e-01"	"-0.269523"	"-6.738679"	"-0.0214632"	"RNF185"	"ring finger protein 185"	"91445"
"8141526"	"8.47e-01"	"7.88e-01"	"-0.26945"	"-6.738698"	"-0.0163407"	"TSC22D4"	"TSC22 domain family member 4"	"81628"
"8057394"	"8.47e-01"	"7.88e-01"	"0.26944"	"-6.738701"	"0.040719"	"SESTD1"	"SEC14 and spectrin domain containing 1"	"91404"
"8116335"	"8.48e-01"	"7.88e-01"	"0.269167"	"-6.738775"	"0.0156914"	"C5orf45"	"chromosome 5 open reading frame 45"	"51149"
"7995348"	"8.48e-01"	"7.89e-01"	"-0.269006"	"-6.738818"	"-0.0185629"	""	""	""
"8036270"	"8.48e-01"	"7.89e-01"	"0.268933"	"-6.738837"	"0.0151427"	"THAP8"	"THAP domain containing 8"	"199745"
"7960280"	"8.48e-01"	"7.89e-01"	"-0.268399"	"-6.738981"	"-0.0108618"	"FBXL14"	"F-box and leucine rich repeat protein 14"	"144699"
"8051427"	"8.48e-01"	"7.89e-01"	"0.268346"	"-6.738995"	"0.0191293"	"FEZ2"	"fasciculation and elongation protein zeta 2"	"9637"
"7970924"	"8.48e-01"	"7.89e-01"	"-0.268012"	"-6.739084"	"-0.031535"	"STARD13"	"StAR related lipid transfer domain containing 13"	"90627"
"8058075"	"8.48e-01"	"7.89e-01"	"-0.267994"	"-6.739089"	"-0.0119963"	"BOLL"	"boule homolog, RNA binding protein"	"66037"
"8168890"	"8.49e-01"	"7.90e-01"	"0.267543"	"-6.739209"	"0.0155203"	""	""	""
"7998872"	"8.49e-01"	"7.90e-01"	"0.267141"	"-6.739317"	"0.0135065"	"PRSS30P"	"protease, serine, 30 pseudogene"	"124221"
"8116479"	"8.49e-01"	"7.90e-01"	"-0.266915"	"-6.739377"	"-0.0143761"	""	""	""
"8152255"	"8.49e-01"	"7.90e-01"	"0.266888"	"-6.739384"	"0.0245686"	"SLC25A32"	"solute carrier family 25 member 32"	"81034"
"7942372"	"8.49e-01"	"7.90e-01"	"0.266685"	"-6.739438"	"0.038698"	"FOLR2"	"folate receptor beta"	"2350"
"8056215"	"8.49e-01"	"7.90e-01"	"0.266549"	"-6.739474"	"0.0206342"	""	""	""
"8039625"	"8.49e-01"	"7.90e-01"	"-0.266508"	"-6.739485"	"-0.0114809"	"ZIM3"	"zinc finger imprinted 3"	"114026"
"8014199"	"8.49e-01"	"7.90e-01"	"-0.266504"	"-6.739486"	"-0.0106327"	"RAD51L3-RFFL///RAD51D"	"RAD51L3-RFFL readthrough///RAD51 paralog D"	"100529207///5892"
"8051696"	"8.49e-01"	"7.91e-01"	"-0.266434"	"-6.739505"	"-0.01469"	"CDKL4"	"cyclin dependent kinase like 4"	"344387"
"7928619"	"8.49e-01"	"7.91e-01"	"-0.26643"	"-6.739506"	"-0.0137032"	"NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F"	"NUT family member 2B///NUT family member 2D///NUT family member 2A///NUT family member 2G///NUT family member 2F"	"729262///728130///728118///441457///54754"
"7895184"	"8.50e-01"	"7.91e-01"	"-0.266144"	"-6.739582"	"-0.0278148"	""	""	""
"8069770"	"8.50e-01"	"7.91e-01"	"0.265883"	"-6.739651"	"0.047178"	"GRIK1"	"glutamate ionotropic receptor kainate type subunit 1"	"2897"
"8022245"	"8.50e-01"	"7.91e-01"	"0.265848"	"-6.73966"	"0.0155545"	""	""	""
"8176679"	"8.50e-01"	"7.91e-01"	"0.265843"	"-6.739662"	"0.0115327"	""	""	""
"8177212"	"8.50e-01"	"7.91e-01"	"0.265843"	"-6.739662"	"0.0115327"	""	""	""
"8119153"	"8.50e-01"	"7.91e-01"	"-0.265832"	"-6.739665"	"-0.0256237"	"COX6A1"	"cytochrome c oxidase subunit 6A1"	"1337"
"8094093"	"8.50e-01"	"7.91e-01"	"0.265741"	"-6.739689"	"0.0162536"	"GPR78"	"G protein-coupled receptor 78"	"27201"
"8062601"	"8.50e-01"	"7.91e-01"	"-0.265672"	"-6.739707"	"-0.0136192"	"LOC100128988"	"uncharacterized LOC100128988"	"100128988"
"8068083"	"8.50e-01"	"7.91e-01"	"0.265515"	"-6.739749"	"0.0179109"	"MAP3K7CL"	"MAP3K7 C-terminal like"	"56911"
"8170249"	"8.50e-01"	"7.91e-01"	"-0.26522"	"-6.739827"	"-0.0192557"	"SPANXA2///SPANXC///SPANXD///SPANXA1"	"SPANX family member A2///SPANX family member C///SPANX family member D///sperm protein associated with the nucleus, X-linked, family member A1"	"728712///64663///64648///30014"
"8175550"	"8.50e-01"	"7.91e-01"	"-0.26522"	"-6.739827"	"-0.0192557"	"SPANXA2///SPANXC///SPANXD///SPANXA1"	"SPANX family member A2///SPANX family member C///SPANX family member D///sperm protein associated with the nucleus, X-linked, family member A1"	"728712///64663///64648///30014"
"8102775"	"8.50e-01"	"7.91e-01"	"0.265185"	"-6.739836"	"0.01294"	""	""	""
"8111925"	"8.50e-01"	"7.92e-01"	"0.265158"	"-6.739843"	"0.0210483"	"ANXA2R"	"annexin A2 receptor"	"389289"
"8006940"	"8.50e-01"	"7.92e-01"	"-0.264694"	"-6.739966"	"-0.0315047"	"GRB7"	"growth factor receptor bound protein 7"	"2886"
"7990712"	"8.51e-01"	"7.92e-01"	"0.264545"	"-6.740005"	"0.016798"	"CRABP1"	"cellular retinoic acid binding protein 1"	"1381"
"8166481"	"8.51e-01"	"7.92e-01"	"0.264515"	"-6.740013"	"0.0132597"	"CXorf58"	"chromosome X open reading frame 58"	"254158"
"7932881"	"8.51e-01"	"7.92e-01"	"-0.264426"	"-6.740036"	"-0.0215047"	"LOC100505502///LOC646700///LOC392364"	"putative UPF0607 protein FLJ37424///UPF0607 protein ENSP00000381418-like pseudogene///nuclear pore associated protein 1 pseudogene"	"100505502///646700///392364"
"7943373"	"8.51e-01"	"7.92e-01"	"0.264385"	"-6.740047"	"0.0188857"	"ERVK-19///ERVK-9///ERVK-6///ERVK-4"	"endogenous retrovirus group K member 19///endogenous retrovirus group K member 9///endogenous retrovirus group K member 6///endogenous retrovirus group K member 4"	"100862685///100616102///64006///60359"
"8100701"	"8.51e-01"	"7.92e-01"	"-0.264272"	"-6.740077"	"-0.0126589"	"TMPRSS11B"	"transmembrane protease, serine 11B"	"132724"
"7933045"	"8.51e-01"	"7.92e-01"	"0.264271"	"-6.740077"	"0.0190072"	""	""	""
"8004195"	"8.51e-01"	"7.92e-01"	"0.264047"	"-6.740136"	"0.0176851"	"FBXO39"	"F-box protein 39"	"162517"
"7948951"	"8.51e-01"	"7.92e-01"	"-0.263908"	"-6.740173"	"-0.0125864"	"SLC22A24"	"solute carrier family 22 member 24"	"283238"
"7946439"	"8.51e-01"	"7.93e-01"	"0.263861"	"-6.740185"	"0.0220377"	"TMEM9B"	"TMEM9 domain family member B"	"56674"
"7922406"	"8.51e-01"	"7.93e-01"	"-0.263813"	"-6.740198"	"-0.0420062"	"SNORD79"	"small nucleolar RNA, C/D box 79"	"26770"
"7927179"	"8.51e-01"	"7.93e-01"	"0.263776"	"-6.740208"	"0.0152702"	"TMEM72"	"transmembrane protein 72"	"643236"
"8070708"	"8.51e-01"	"7.93e-01"	"0.263775"	"-6.740208"	"0.0151542"	"AATBC"	"apoptosis associated transcript in bladder cancer"	"284837"
"8016187"	"8.51e-01"	"7.93e-01"	"0.263193"	"-6.740361"	"0.0136326"	"SPATA32"	"spermatogenesis associated 32"	"124783"
"8121734"	"8.51e-01"	"7.93e-01"	"0.263183"	"-6.740364"	"0.0273287"	"ASF1A"	"anti-silencing function 1A histone chaperone"	"25842"
"7934613"	"8.51e-01"	"7.93e-01"	"-0.26312"	"-6.74038"	"-0.0506411"	""	""	""
"8056303"	"8.51e-01"	"7.93e-01"	"0.263086"	"-6.740389"	"0.0106241"	"KCNH7"	"potassium voltage-gated channel subfamily H member 7"	"90134"
"7965935"	"8.51e-01"	"7.93e-01"	"-0.262903"	"-6.740437"	"-0.0135697"	"TTC41P"	"tetratricopeptide repeat domain 41, pseudogene"	"253724"
"7971513"	"8.52e-01"	"7.93e-01"	"0.262776"	"-6.740471"	"0.0240046"	"ESD"	"esterase D"	"2098"
"7924819"	"8.52e-01"	"7.93e-01"	"0.262762"	"-6.740474"	"0.0279858"	""	""	""
"7896247"	"8.52e-01"	"7.94e-01"	"-0.262419"	"-6.740564"	"-0.0215536"	""	""	""
"7997875"	"8.52e-01"	"7.94e-01"	"0.26228"	"-6.7406"	"0.0146274"	"LINC00304"	"long intergenic non-protein coding RNA 304"	"283860"
"7894540"	"8.52e-01"	"7.94e-01"	"0.262276"	"-6.740601"	"0.0106599"	""	""	""
"8164580"	"8.52e-01"	"7.94e-01"	"-0.261845"	"-6.740714"	"-0.0316813"	"PTGES"	"prostaglandin E synthase"	"9536"
"7927323"	"8.52e-01"	"7.94e-01"	"0.261661"	"-6.740762"	"0.0127388"	"FAM21A///FAM21C"	"family with sequence similarity 21 member A///family with sequence similarity 21 member C"	"387680///253725"
"7944113"	"8.52e-01"	"7.94e-01"	"-0.261614"	"-6.740774"	"-0.0147968"	"CEP164"	"centrosomal protein 164"	"22897"
"8063174"	"8.52e-01"	"7.94e-01"	"-0.26152"	"-6.740799"	"-0.0204795"	""	""	""
"7940237"	"8.52e-01"	"7.94e-01"	"-0.26145"	"-6.740817"	"-0.049774"	"MS4A4A"	"membrane spanning 4-domains A4A"	"51338"
"7917645"	"8.53e-01"	"7.95e-01"	"-0.261195"	"-6.740884"	"-0.0083492"	"RNA45S5///RNA28S5"	"RNA, 45S pre-ribosomal 5///RNA, 28S ribosomal 5"	"100861532///100008589"
"8074909"	"8.53e-01"	"7.95e-01"	"0.26101"	"-6.740932"	"0.0142525"	"IGLL1"	"immunoglobulin lambda like polypeptide 1"	"3543"
"8178070"	"8.53e-01"	"7.95e-01"	"-0.260958"	"-6.740945"	"-0.0130935"	"LY6G6D"	"lymphocyte antigen 6 complex, locus G6D"	"58530"
"8179309"	"8.53e-01"	"7.95e-01"	"-0.260958"	"-6.740945"	"-0.0130935"	"LY6G6D"	"lymphocyte antigen 6 complex, locus G6D"	"58530"
"8179011"	"8.53e-01"	"7.95e-01"	"-0.260934"	"-6.740952"	"-0.0144995"	"MOG"	"myelin oligodendrocyte glycoprotein"	"4340"
"7913896"	"8.53e-01"	"7.95e-01"	"0.260835"	"-6.740977"	"0.0188684"	"SLC30A2"	"solute carrier family 30 member 2"	"7780"
"7906386"	"8.53e-01"	"7.95e-01"	"-0.260819"	"-6.740982"	"-0.0368154"	"PYHIN1"	"pyrin and HIN domain family member 1"	"149628"
"8079107"	"8.53e-01"	"7.95e-01"	"-0.260706"	"-6.741011"	"-0.0145639"	"KLHL40"	"kelch like family member 40"	"131377"
"8099093"	"8.53e-01"	"7.95e-01"	"0.260614"	"-6.741035"	"0.0130929"	"OTOP1"	"otopetrin 1"	"133060"
"8127507"	"8.53e-01"	"7.95e-01"	"-0.260544"	"-6.741053"	"-0.0146445"	""	""	""
"8000634"	"8.53e-01"	"7.95e-01"	"-0.260479"	"-6.74107"	"-0.0225822"	""	""	""
"7895060"	"8.53e-01"	"7.95e-01"	"0.260469"	"-6.741073"	"0.0379259"	""	""	""
"7907960"	"8.53e-01"	"7.95e-01"	"0.260124"	"-6.741162"	"0.0156616"	""	""	""
"8142618"	"8.53e-01"	"7.96e-01"	"0.259817"	"-6.741242"	"0.0274165"	"RNF133"	"ring finger protein 133"	"168433"
"8110616"	"8.53e-01"	"7.96e-01"	"0.259653"	"-6.741284"	"0.0112662"	""	""	""
"8068664"	"8.53e-01"	"7.96e-01"	"0.259643"	"-6.741287"	"0.0150299"	""	""	""
